start,average,max,failed
thyme,3.951187905,8,25
curvy,3.951187905,9,25
pivot,3.951187905,10,25
cease,3.952483801,9,25
mower,3.954643629,8,25
mover,3.956803456,8,25
there,3.97537797,8,25
choke,3.98012959,8,25
tweak,3.981425486,9,25
pushy,3.986177106,9,25
circa,3.986177106,9,25
scene,3.988336933,9,25
hymen,3.990064795,8,25
stunk,3.99049676,9,25
bayou,3.993952484,9,25
ebony,3.99524838,8,25
algae,3.996544276,9,25
blink,3.999568035,9,25
abate,4.003455724,9,25
knead,4.005615551,9,25
bulky,4.012526998,9,25
alarm,4.015982721,8,25
apple,4.01987041,9,25
owing,4.022462203,9,25
modem,4.023758099,9,25
roomy,4.027645788,8,25
booty,4.030669546,9,25
dodgy,4.031533477,9,25
toddy,4.032829374,9,25
blitz,4.03412527,10,25
fritz,4.046652268,9,25
opium,4.050107991,10,25
sixth,4.050971922,9,25
giddy,4.050971922,10,25
sweet,4.064362851,9,25
juicy,4.069114471,11,25
wooly,4.071274298,8,25
biddy,4.07775378,8,25
petty,4.087688985,9,25
myrrh,4.094600432,9,25
spook,4.097192225,9,25
salsa,4.098056156,8,25
witty,4.12224622,9,25
shyly,4.125701944,9,25
gypsy,4.157235421,8,25
tonal,3.773650108,9,26
arise,3.793520518,8,26
rainy,3.807775378,9,26
drain,3.815982721,9,26
rayon,3.818142549,8,26
stein,3.825053996,9,26
round,3.831101512,9,26
today,3.847516199,9,26
haute,3.849676026,9,26
diary,3.851835853,9,26
along,3.853131749,9,26
glory,3.855723542,9,26
organ,3.8587473,9,26
trove,3.866522678,9,26
radio,3.879049676,9,26
angry,3.879481641,8,26
melon,3.891144708,8,26
deign,3.898056156,9,26
beard,3.903239741,9,26
coven,3.909287257,9,26
urban,3.912742981,8,26
gruel,3.920086393,8,26
craze,3.921382289,8,26
doing,3.921814255,9,26
latte,3.925701944,9,26
trait,3.927429806,10,26
erase,3.935637149,8,26
dingo,3.938660907,9,26
widen,3.949892009,8,26
exalt,3.951187905,9,26
unity,3.952483801,10,26
above,3.956803456,8,26
wheat,3.958099352,9,26
relax,3.960259179,8,26
rough,3.963282937,9,26
noose,3.96587473,9,26
milky,3.970194384,9,26
major,3.97062635,8,26
ought,3.972786177,10,26
dozen,3.982289417,9,26
woken,3.984017279,8,26
fungi,3.984449244,8,26
hovel,3.987473002,8,26
unwed,3.991360691,9,26
riser,3.992656587,9,26
imbue,3.996112311,8,26
heavy,4.002591793,9,26
fluke,4.010799136,9,26
aloof,4.013822894,9,26
stint,4.016414687,9,26
breed,4.020734341,8,26
bongo,4.027645788,8,26
tweed,4.031533477,10,26
renew,4.032397408,8,26
alley,4.042764579,8,26
chill,4.049676026,9,26
fatal,4.063066955,9,26
bully,4.064362851,9,26
ruddy,4.065226782,8,26
payee,4.065226782,9,26
whisk,4.071706263,9,26
fully,4.072138229,9,26
pagan,4.078185745,9,26
gayly,4.078617711,9,26
cacti,4.078617711,10,26
woody,4.079049676,8,26
basis,4.079481641,8,26
digit,4.079913607,10,26
oddly,4.080777538,9,26
leech,4.081209503,8,26
evade,4.083801296,9,26
lowly,4.086393089,8,26
gassy,4.088984881,8,26
bliss,4.09287257,9,26
needy,4.094600432,9,26
skill,4.09762419,9,26
guppy,4.100647948,9,26
funky,4.10237581,8,26
gaffe,4.11187905,9,26
never,4.1174946,9,26
humus,4.128293737,8,26
minim,4.138228942,9,26
hobby,4.142980562,10,26
fifty,4.148596112,9,26
dizzy,4.189632829,9,26
bezel,4.193952484,8,26
inter,3.817710583,9,27
great,3.821166307,9,27
range,3.827645788,8,27
outer,3.832829374,9,27
alien,3.833261339,9,27
horde,3.848812095,8,27
croak,3.850539957,8,27
acorn,3.850539957,8,27
yearn,3.859179266,8,27
dream,3.863930886,9,27
robin,3.872570194,8,27
entry,3.873866091,8,27
drake,3.877321814,8,27
swine,3.887688985,8,27
fried,3.890280778,9,27
drool,3.902807775,10,27
voter,3.904967603,9,27
ounce,3.906695464,9,27
agony,3.929157667,9,27
droll,3.935205184,10,27
weary,3.941684665,8,27
navel,3.942548596,9,27
hyena,3.952915767,8,27
eight,3.955507559,9,27
devil,3.956803456,10,27
vault,3.958963283,9,27
hover,3.959827214,8,27
using,3.963282937,9,27
evict,3.964578834,10,27
mauve,3.967170626,8,27
ladle,3.969762419,9,27
quart,3.972786177,9,27
rider,3.973650108,9,27
graze,3.974082073,9,27
canon,3.974514039,9,27
brood,3.976241901,8,27
joist,3.98012959,10,27
ethos,3.980993521,9,27
erect,3.981857451,9,27
crazy,3.986177106,8,27
lasso,4,9,27
groom,4.001727862,8,27
creed,4.003887689,10,27
annul,4.008207343,9,27
grass,4.012526998,9,27
prior,4.012526998,9,27
exult,4.01425486,9,27
rodeo,4.015982721,9,27
etude,4.022030238,9,27
tithe,4.022894168,8,27
toxic,4.028509719,9,27
junto,4.029805616,9,27
ledge,4.031533477,9,27
rotor,4.042332613,8,27
hazel,4.042764579,8,27
bible,4.044060475,8,27
cello,4.04838013,9,27
gloss,4.04924406,9,27
freed,4.049676026,9,27
dress,4.050107991,9,27
libel,4.054427646,8,27
husky,4.056587473,9,27
egret,4.0587473,9,27
hunky,4.073866091,9,27
obese,4.074298056,9,27
canny,4.083801296,9,27
swoon,4.085529158,8,27
quash,4.085961123,8,27
hitch,4.085961123,10,27
offal,4.08812095,8,27
gawky,4.095896328,8,27
dwell,4.104103672,9,27
click,4.110583153,10,27
civil,4.132181425,9,27
route,3.820302376,9,28
heron,3.83887689,9,28
alone,3.840172786,9,28
write,3.849676026,9,28
brine,3.850539957,9,28
mouse,3.86349892,8,28
forge,3.874298056,9,28
lunge,3.884233261,9,28
drove,3.894600432,9,28
guile,3.895896328,9,28
audio,3.901943844,9,28
fiery,3.90237581,8,28
terse,3.914470842,8,28
final,3.914902808,8,28
creak,3.916198704,8,28
aloud,3.9174946,10,28
gnome,3.919222462,9,28
haunt,3.920950324,9,28
rival,3.923542117,9,28
weird,3.923542117,10,28
grave,3.931317495,9,28
liken,3.933909287,10,28
viola,3.936933045,9,28
rhino,3.938660907,8,28
tulle,3.942548596,9,28
grief,3.950323974,9,28
night,3.95161987,9,28
tarot,3.955075594,9,28
nudge,3.959395248,10,28
enter,3.96587473,9,28
afoot,3.968898488,9,28
atoll,3.972354212,10,28
borax,3.984449244,8,28
retry,3.991792657,8,28
theme,3.99524838,10,28
wreak,3.996112311,9,28
sulky,4.005615551,9,28
haven,4.009071274,8,28
heath,4.015982721,9,28
stunt,4.019438445,9,28
belie,4.023326134,8,28
dryer,4.028077754,9,28
gross,4.028509719,9,28
banjo,4.03887689,8,28
beget,4.039740821,9,28
newer,4.044492441,8,28
frill,4.054427646,9,28
attic,4.058315335,10,28
octet,4.068682505,9,28
legal,4.073434125,9,28
apnea,4.075161987,8,28
award,4.085529158,9,28
thigh,4.088552916,9,28
squad,4.09762419,9,28
leggy,4.098056156,8,28
crack,4.098488121,9,28
tooth,4.101943844,9,28
skull,4.114902808,9,28
bevel,4.136069114,8,28
widow,4.136933045,8,28
bosom,4.137365011,9,28
kneed,4.138660907,10,28
naval,4.150323974,9,28
squib,4.2,8,28
anode,3.843196544,9,29
irony,3.853131749,8,29
agile,3.855723542,9,29
grain,3.860907127,9,29
lurid,3.881209503,9,29
fairy,3.882937365,9,29
argue,3.898920086,8,29
lemon,3.899784017,8,29
brake,3.911447084,8,29
binge,3.913174946,9,29
owner,3.913606911,8,29
hinge,3.934773218,8,29
hydro,3.935637149,9,29
minus,3.93650108,9,29
begin,3.940388769,9,29
being,3.942980562,9,29
voila,3.949892009,9,29
crier,3.955507559,9,29
conic,3.958963283,9,29
elite,3.959395248,9,29
value,3.959827214,9,29
trout,3.959827214,10,29
begun,3.963714903,9,29
virus,3.987041037,8,29
unify,3.989632829,9,29
exist,3.990064795,9,29
vague,3.993952484,9,29
eying,3.999136069,9,29
taboo,3.999568035,9,29
eagle,4.005183585,9,29
venom,4.006911447,8,29
havoc,4.009935205,10,29
humid,4.01511879,9,29
fjord,4.018142549,9,29
outdo,4.030669546,9,29
tacit,4.034989201,10,29
coyly,4.039740821,8,29
penny,4.052267819,8,29
butte,4.055723542,9,29
testy,4.064362851,9,29
zesty,4.073434125,9,29
igloo,4.073866091,9,29
outgo,4.074730022,10,29
gully,4.075593952,8,29
teddy,4.081641469,9,29
forgo,4.085961123,8,29
tight,4.087257019,9,29
bunny,4.104967603,8,29
askew,4.107991361,8,29
shook,4.111015119,10,29
whack,4.125701944,9,29
hutch,4.14600432,8,29
larva,4.146868251,8,29
skulk,4.15161987,9,29
stiff,4.153347732,9,29
savvy,4.166306695,9,29
amaze,4.188336933,8,29
expel,4.238444924,8,29
dairy,3.853131749,9,30
untie,3.87775378,9,30
daunt,3.880777538,9,30
chain,3.901079914,9,30
tense,3.904103672,9,30
wince,3.915334773,9,30
brave,3.920518359,8,30
drive,3.923974082,9,30
naive,3.92699784,9,30
verso,3.933045356,8,30
avoid,3.933477322,9,30
grove,3.934341253,9,30
abide,3.94600432,9,30
whine,3.949460043,8,30
prize,3.954211663,9,30
feign,3.956803456,9,30
guide,3.96587473,9,30
treat,3.967170626,9,30
allot,3.968898488,9,30
young,3.98012959,9,30
vegan,3.980561555,9,30
retro,3.985313175,9,30
knave,3.98574514,10,30
caulk,3.989632829,9,30
ionic,3.990064795,9,30
snack,3.994384449,9,30
brick,3.997840173,10,30
natal,4.00475162,9,30
curry,4.006047516,8,30
abbot,4.007343413,9,30
deuce,4.010799136,9,30
proxy,4.013822894,8,30
reedy,4.016414687,8,30
quest,4.022030238,9,30
goody,4.02462203,9,30
cycle,4.02462203,9,30
lapel,4.025485961,8,30
roger,4.031965443,9,30
rebar,4.03412527,9,30
gazer,4.038012959,9,30
theta,4.03887689,9,30
omega,4.041036717,9,30
golly,4.053131749,9,30
allow,4.057019438,8,30
lilac,4.058315335,10,30
odder,4.062634989,9,30
gecko,4.066954644,9,30
mossy,4.074730022,8,30
index,4.090712743,9,30
judge,4.101079914,10,30
kiosk,4.121814255,8,30
cheek,4.138228942,9,30
tweet,4.193088553,9,30
puppy,4.202591793,9,30
fuzzy,4.307991361,9,30
goner,3.832829374,8,31
arose,3.833261339,8,31
unite,3.867818575,9,31
anime,3.911015119,8,31
mercy,3.911015119,8,31
honey,3.940388769,9,31
maker,3.950323974,8,31
vigor,3.952915767,9,31
dense,3.959395248,8,31
giver,3.962419006,9,31
corer,3.966738661,9,31
perky,3.971058315,8,31
tiara,3.982289417,10,31
rigid,3.994816415,9,31
loyal,3.998704104,8,31
finch,4.010799136,8,31
piper,4.01987041,10,31
awoke,4.021598272,9,31
sorry,4.022030238,8,31
radii,4.022462203,10,31
slosh,4.030669546,8,31
snuck,4.035853132,8,31
rural,4.037580994,8,31
aware,4.038444924,8,31
koala,4.039308855,9,31
exact,4.048812095,9,31
leave,4.062634989,9,31
iliac,4.06825054,10,31
blurb,4.070842333,9,31
recur,4.094600432,9,31
heave,4.099352052,9,31
mambo,4.109719222,8,31
segue,4.115766739,8,31
villa,4.125269978,9,31
funny,4.125701944,9,31
chili,4.127429806,9,31
visit,4.130021598,9,31
fifth,4.150323974,9,31
karma,4.158963283,8,31
mafia,4.169762419,8,31
daddy,4.179697624,8,31
adorn,3.841036717,9,32
aider,3.866090713,9,32
urine,3.869114471,9,32
intro,3.869114471,9,32
rouge,3.891144708,8,32
guise,3.897192225,9,32
rogue,3.900215983,8,32
ocean,3.903239741,9,32
broke,3.918790497,8,32
dicey,3.933045356,9,32
alive,3.933477322,9,32
eaten,3.971490281,9,32
media,3.972786177,8,32
terra,3.987904968,9,32
greet,3.992656587,9,32
munch,3.993952484,8,32
moose,3.994384449,8,32
merge,4.00475162,8,32
elide,4.01987041,9,32
rerun,4.031101512,9,32
sieve,4.03412527,9,32
order,4.040172786,9,32
rearm,4.041036717,8,32
gauze,4.041468683,9,32
coach,4.044060475,9,32
harry,4.045788337,9,32
squat,4.04924406,9,32
extra,4.052699784,8,32
creek,4.057019438,8,32
fixer,4.059611231,9,32
cache,4.062634989,9,32
worry,4.070842333,8,32
rabbi,4.076457883,8,32
rower,4.076457883,8,32
edify,4.078185745,8,32
hello,4.080777538,8,32
ovoid,4.092440605,9,32
amiss,4.12699784,9,32
hedge,4.127429806,9,32
gruff,4.134341253,9,32
goofy,4.135205184,8,32
wheel,4.142116631,8,32
skunk,4.142980562,8,32
unzip,4.144276458,9,32
happy,4.163282937,10,32
teeth,4.172786177,8,32
nanny,4.192224622,9,32
mammy,4.193088553,8,32
icing,4.19524838,9,32
tatty,4.202159827,9,32
sassy,4.219006479,9,32
grime,3.870410367,8,33
curio,3.895032397,9,33
audit,3.910151188,9,33
hairy,3.914470842,9,33
aroma,3.966306695,9,33
aorta,3.969330454,9,33
olive,3.981857451,9,33
druid,3.98488121,8,33
arbor,3.98574514,8,33
ovate,3.988336933,9,33
niece,3.989200864,9,33
linen,4.008639309,9,33
goose,4.028941685,9,33
inner,4.038444924,9,33
again,4.057019438,9,33
verse,4.061771058,9,33
sunny,4.071706263,9,33
tenet,4.075593952,9,33
shuck,4.076457883,9,33
inbox,4.080345572,8,33
ninth,4.0825054,9,33
holly,4.086393089,9,33
sully,4.088552916,9,33
soggy,4.089848812,9,33
mania,4.092008639,8,33
wedge,4.09287257,8,33
idiot,4.095032397,10,33
hatch,4.096328294,9,33
catch,4.096328294,9,33
equal,4.122678186,9,33
weedy,4.123974082,8,33
juror,4.132181425,9,33
offer,4.132613391,9,33
theft,4.139092873,9,33
mecca,4.1412527,9,33
crock,4.143844492,8,33
abbey,4.144708423,9,33
jolly,4.146436285,8,33
allay,4.152483801,8,33
foggy,4.160691145,9,33
swish,4.182721382,9,33
ninny,4.185313175,9,33
freer,4.189632829,9,33
livid,4.192224622,9,33
excel,4.196112311,9,33
kinky,4.215550756,8,33
llama,4.245788337,8,33
amass,4.263066955,8,33
reign,3.869546436,9,34
afire,3.880777538,9,34
gourd,3.884665227,10,34
siege,3.968466523,8,34
erode,3.969330454,9,34
novel,3.977105832,9,34
overt,3.98574514,9,34
ivory,4.008207343,9,34
titan,4.011231102,9,34
freak,4.016414687,9,34
winch,4.029805616,8,34
lorry,4.039740821,9,34
fence,4.04362851,8,34
eager,4.044924406,9,34
boxer,4.047516199,8,34
eking,4.048812095,10,34
greed,4.062634989,9,34
vogue,4.065226782,9,34
quota,4.078185745,9,34
serve,4.079913607,9,34
brook,4.090280778,8,34
delve,4.121382289,10,34
epoxy,4.126565875,8,34
weave,4.130021598,9,34
enema,4.133045356,9,34
quake,4.136933045,10,34
crick,4.138228942,10,34
guess,4.147300216,9,34
idiom,4.151187905,8,34
kitty,4.151187905,10,34
buggy,4.152915767,10,34
enemy,4.165442765,8,34
chaff,4.19049676,9,34
exert,4.217710583,9,34
poppy,4.228509719,9,34
shush,4.291576674,9,34
adore,3.869546436,10,35
nerdy,3.923542117,9,35
ardor,3.942980562,9,35
truer,3.981425486,10,35
ovary,3.98574514,9,35
armor,3.994384449,8,35
drier,3.995680346,10,35
oaken,4.005615551,9,35
given,4.015982721,9,35
annoy,4.018574514,9,35
utter,4.041468683,10,35
ditto,4.060043197,10,35
gauge,4.071706263,9,35
conch,4.074730022,8,35
furry,4.088984881,8,35
razor,4.093304536,9,35
hurry,4.093736501,9,35
going,4.093736501,9,35
krill,4.096760259,9,35
event,4.109287257,9,35
fella,4.120950324,9,35
valve,4.125269978,9,35
sniff,4.147300216,8,35
hussy,4.156803456,9,35
radar,4.169762419,9,35
awake,4.171058315,9,35
vigil,4.21425486,9,35
known,4.227213823,9,35
boozy,4.23412527,8,35
jelly,4.24838013,9,35
boney,3.942980562,9,36
reuse,3.981857451,9,36
break,3.986177106,9,36
vaunt,3.993088553,9,36
toxin,3.998272138,9,36
taint,4.013822894,9,36
ensue,4.015550756,9,36
covey,4.015550756,9,36
bribe,4.032397408,9,36
alloy,4.044060475,9,36
quilt,4.045788337,10,36
friar,4.049676026,9,36
helix,4.060043197,8,36
grill,4.066954644,9,36
zebra,4.071274298,8,36
dodge,4.071274298,9,36
wooer,4.072138229,8,36
pique,4.109287257,9,36
where,4.112311015,8,36
qualm,4.119222462,8,36
udder,4.144708423,10,36
rarer,4.15161987,8,36
fussy,4.180561555,9,36
belle,4.198272138,8,36
geese,4.218142549,9,36
mucus,4.225917927,8,36
papal,4.233261339,8,36
slyly,4.246220302,9,36
emcee,4.265658747,8,36
fluff,4.28812095,9,36
twixt,4.28812095,9,36
civic,4.340388769,9,36
ideal,3.938228942,9,37
trite,3.939524838,9,37
arena,4.001727862,8,37
liege,4.022030238,9,37
maize,4.02462203,9,37
agree,4.028077754,9,37
briar,4.028509719,10,37
dried,4.031101512,9,37
chunk,4.060475162,9,37
augur,4.064794816,9,37
quite,4.074730022,10,37
kneel,4.085961123,10,37
undue,4.091576674,10,37
quark,4.136933045,9,37
cocoa,4.140388769,10,37
waxen,4.144276458,9,37
woozy,4.241036717,8,37
madam,4.323974082,8,37
joint,3.995680346,10,38
ovine,4.007343413,9,38
rigor,4.023326134,9,38
froze,4.025485961,9,38
video,4.037580994,9,38
quote,4.039740821,9,38
green,4.066954644,9,38
otter,4.071274298,9,38
verge,4.089848812,9,38
axiom,4.100647948,9,38
gooey,4.108855292,9,38
crook,4.130885529,8,38
gouge,4.133477322,9,38
quasi,4.137365011,9,38
ahead,4.15075594,10,38
gummy,4.155939525,9,38
essay,4.206479482,9,38
which,4.224190065,9,38
guava,4.229805616,11,38
jetty,4.231101512,9,38
rajah,4.239308855,8,38
eject,4.251835853,9,38
voice,3.982289417,10,39
axion,4.027213823,10,39
dread,4.084665227,10,39
aging,4.098056156,9,39
joker,4.127429806,9,39
tibia,4.128293737,10,39
equip,4.145572354,9,39
hippo,4.166738661,10,39
axial,4.188768898,10,39
fugue,4.203887689,10,39
skiff,4.244924406,9,39
fizzy,4.286825054,9,39
genie,4.021166307,9,40
leery,4.022030238,9,40
knife,4.031965443,9,40
diode,4.045356371,9,40
juice,4.074298056,10,40
junta,4.093304536,9,40
rover,4.103671706,9,40
pupil,4.114038877,9,40
river,4.115766739,9,40
geeky,4.229805616,9,40
jiffy,4.295032397,9,40
bobby,4.304967603,8,40
mimic,4.315766739,8,40
waive,3.996112311,9,41
taunt,4.071274298,9,41
issue,4.103671706,9,41
ferry,4.114038877,9,41
melee,4.17062635,8,41
sushi,4.181857451,9,41
sissy,4.202159827,8,41
pizza,4.245356371,8,41
aback,4.254859611,9,41
assay,4.256587473,9,41
booby,4.266522678,8,41
mummy,4.276025918,9,41
jewel,4.291144708,8,41
arrow,4.024190065,8,42
sauna,4.060475162,8,42
inane,4.064794816,9,42
azure,4.07300216,9,42
couch,4.089416847,8,42
await,4.091576674,9,42
envoy,4.104535637,9,42
vixen,4.167170626,10,42
quill,4.217710583,10,42
quack,4.245788337,10,42
gamma,4.322678186,8,42
money,3.948164147,8,43
oxide,4.114470842,9,43
array,4.121382289,9,43
revue,4.127861771,10,43
ennui,4.154211663,9,43
queer,4.205615551,10,43
knack,4.26349892,10,43
magma,4.345572354,9,43
quail,4.105831533,9,44
cinch,4.121814255,9,44
kebab,4.265658747,9,44
agora,4.031101512,9,45
pixie,4.216414687,9,45
check,4.227213823,9,45
quell,4.260475162,10,45
maxim,4.29762419,9,45
quiet,4.057451404,10,46
jaunt,4.100215983,9,46
seize,4.114038877,9,46
nerve,4.120518359,9,46
eerie,4.147732181,9,46
quirk,4.180561555,10,46
penne,4.212958963,9,46
jazzy,4.319222462,9,46
berry,4.123542117,9,47
enjoy,4.19049676,9,47
khaki,4.259611231,11,47
ninja,4.265226782,9,47
femme,4.295464363,9,47
merry,4.0825054,8,48
venue,4.128293737,10,48
fauna,4.174514039,9,48
booze,4.199136069,9,48
evoke,4.204319654,9,48
affix,4.319222462,9,48
sense,4.142116631,8,49
hunch,4.168034557,8,49
jerky,4.171490281,9,49
every,4.194384449,8,49
chick,4.241468683,10,49
level,4.296760259,9,49
vivid,4.408639309,10,49
exile,4.204319654,9,50
genre,4.038444924,9,51
query,4.146868251,9,51
avian,4.154643629,10,51
kayak,4.39524838,9,51
mamma,4.457019438,9,51
gorge,4.03887689,9,52
union,4.152915767,10,53
queen,4.241036717,10,53
onion,4.278617711,10,53
cacao,4.222894168,9,54
quick,4.240604752,11,55
ozone,4.250107991,9,55
error,4.246652268,9,56
verve,4.247948164,9,58
chuck,4.288552916,10,60
kappa,4.410367171,9,60
annex,4.263066955,9,61
queue,4.420302376,11,71
